a_id,average_lenth_from_tweets,average_number_words_per_tweet,average_time_between_tweets,creation_content_sources,creation_date,default_profile,default_profile_image,desviacion_tipica_average_tweet_time,last_24_hours_tweet,lexical_diversity,location,name_length,name_letters_amount,name_numbers_amount,number_of_hashtags,number_of_mentions,number_of_tweets,number_of_urls,percent_negative_tweets,percent_neutral_tweets,percent_positive_tweets,ratio_friends_followers,smog_index,total_number_of_words,total_unique_words,verified
1001888994156670977,0,0,0,0,2018-05-30 18:12:05,True,False,0,0,0,True,15,7,1,0,0,0,0,0,0,0,10.5161290323,0,0,0,False
120959195,93.55,8.31,14137050,2,2010-03-08 03:26:45,False,False,81311.83261178843,6,0.552894211577,True,15,15,0,9,37,24777,43,20,25,55,1.12798264642,9.0,1503,831,False
18409792,99.75,8.55072463768,3964792289,6,2008-12-27 16:04:06,False,False,46896653.291927546,0,0.678941311853,True,8,8,0,4,44,69,16,15,50,35,6.42105263158,8.9,869,590,False
884697996176138240,80.33333333333333,5.2,1929353400,1,2017-07-11 08:56:53,True,False,9606466.609282512,0,0.78,True,13,6,0,7,11,16,10,0,100,0,93.0,10.3,100,78,False
966748038961213442,57.25,6.75,1125761500,1,2018-02-22 18:54:28,False,False,3800567.04299577,1,0.870967741935,True,11,9,2,1,6,8,4,0,100,0,10.0,10.0,62,54,False
979268444611842048,139.5,16.0,1047519000,1,2018-03-29 08:06:05,True,False,1047519.0,1,0.888888888889,True,15,14,1,0,2,2,2,0,100,0,162.0,11.7,36,32,False
29390799,108.15789473684211,7.86,593136010,1,2009-04-07 05:18:44,False,False,13161688.96568625,0,0.644262295082,True,8,8,0,59,51,533,79,10,36,52,2.51785714286,9.6,1220,786,False
3358619525,45.25,2.93,50702520,2,2015-07-04 13:17:50,True,False,210640.32645955996,0,0.36948297604,True,6,4,2,0,99,167,1,5,10,85,12.0543478261,8.7,793,293,False
981275587120648193,44.0,6.375,681626375,1,2018-04-03 21:01:45,True,False,1944687.636862216,0,0.822580645161,True,15,13,2,3,5,8,0,12,62,25,20.9705882353,5.7,62,51,False
922953828412149760,72.85,5.91,1927000,1,2017-10-24 22:31:55,True,False,6678.05073561889,48,0.677752293578,True,8,7,1,10,41,1235,43,0,100,0,3.06338028169,8.4,872,591,False
